term1,term2,count
灾难(disaster),伤亡(casualties),27
受灾(affected),降雨持续(continued rain),4
受灾(affected),灾情(disaster situation),349
洪灾(flood),暴雨(rainstorm),319
降雨连续(continuous rainfall),连日大雨(rainy day),0
暴雨成灾(rainstorm),严重(serious),12
泥石浿(debris flow),相当(quite),17
受灾(affected),洪水(flood),356
物资分配(material distribution),警告(caveat),0
汛情(flood situation),台风(typhoon),46
相当(quite),连续暴雨(continued heavy rain),0
洪涝(flood),死亡人数(number of death),17
暴雨成灾(rainstorm),伤亡人数(number of casualties),0
暴雨(rainstorm),相当(quite),59
伤亡(casualties),受灾(affected),99
汛情(flood situation),伤亡(casualties),22
连日大雨(rainy day),意外事故(accident),0
洪涝(flood),洪水(flood),257
受影响区埿(affected area),被淹沿(submerged),0
受灾人数(number of victims),连续暴雨(continued heavy rain),0
持续大雨(continued rain),伤亡(casualties),0
水位暴涨(Water level skyrocketed),伤亡人数(number of casualties),0
危险(danger),受影响区埿(affected area),0
受影响区埿(affected area),连日大雨(rainy day),0
洪水(flood),物资分配(material distribution),0
救援(rescue),汛情(flood situation),23
降雨持续(continued rain),死亡人数(number of death),0
受灾情况(disaster situation),物资分配(material distribution),0
死亡人数(number of death),降雨持续(continued rain),0
救灾(disaster relief),意外事故(accident),1
特大暴雨(heavy rain),内涝(waterlogging),28
内涝(waterlogging),破坏(damage),33
洪涝(flood),暴雨成灾(rainstorm),2
受灾情况(disaster situation),水位暴涨(Water level skyrocketed),1
伤亡人数(number of casualties),内涝(waterlogging),0
洪灾(flood),洪灾(flood),0
洪水(flood),伤亡(casualties),78
严重(serious),连日大雨(rainy day),10
伤亡(casualties),受灾人数(number of victims),1
水位暴涨(Water level skyrocketed),泥石浿(debris flow),2
破坏(damage),洪灾(flood),57
洪涝(flood),水灾(flood),41
伤亡人数(number of casualties),相当(quite),0
水灾(flood),暴雨成灾(rainstorm),5
预警(warning),持续大雨(continued rain),2
死亡人数(number of death),特大暴雨(heavy rain),2
台风(typhoon),灾情(disaster situation),164
受灾情况(disaster situation),降雨持续(continued rain),0
连续暴雨(continued heavy rain),汛期(flood season),7
危险(danger),灾害(disaster),182
意外事故(accident),水灾(flood),3
受影响区埿(affected area),暴雨(rainstorm),1
连日大雨(rainy day),山洪(flash flood),1
灾情(disaster situation),持续大雨(continued rain),2
被淹沿(submerged),受灾(affected),28
强降雿(heavy rain),预警(warning),133
连续暴雨(continued heavy rain),山洪(flash flood),5
灾难(disaster),伤亡人数(number of casualties),1
连续暴雨(continued heavy rain),破坏(damage),2
受影响区埿(affected area),预警(warning),1
预警(warning),受灾情况(disaster situation),4
伤亡(casualties),暴雨成灾(rainstorm),0
物资分配(material distribution),灾害(disaster),2
暴雨(rainstorm),水灾(flood),116
警告(caveat),山洪(flash flood),7
救灾(disaster relief),受灾(affected),287
汛情(flood situation),意外事故(accident),0
降雨持续(continued rain),受灾人数(number of victims),0
受灾情况(disaster situation),相当(quite),4
持续大雨(continued rain),救援(rescue),3
危险(danger),台风(typhoon),88
意外事故(accident),警告(caveat),0
受灾物资(supplies),洪灾(flood),0
灾情(disaster situation),洪灾(flood),214
降雨持续(continued rain),受灾报告(disaster report),0
灾情(disaster situation),汛情(flood situation),56
警告(caveat),特大暴雨(heavy rain),4
伤亡人数(number of casualties),山洪(flash flood),1
汛期(flood season),山洪(flash flood),99
破坏(damage),持续大雨(continued rain),0
特大暴雨(heavy rain),伤亡人数(number of casualties),1
警告(caveat),水灾(flood),13
连日大雨(rainy day),灾难(disaster),2
洪灾(flood),台风(typhoon),146
死亡人数(number of death),救援(rescue),18
灾情(disaster situation),汛期(flood season),91
降雨持续(continued rain),相当(quite),0
警告(caveat),伤亡人数(number of casualties),0
暴雨成灾(rainstorm),泥石浿(debris flow),7
死亡(death),连续暴雨(continued heavy rain),3
受灾情况(disaster situation),水灾(flood),15
台风(typhoon),泥石浿(debris flow),98
相当(quite),受影响区埿(affected area),1
被淹沿(submerged),洪水(flood),48
意外事故(accident),暴雨成灾(rainstorm),0
物资分配(material distribution),预警(warning),0
连续暴雨(continued heavy rain),汛情(flood situation),3
伤亡人数(number of casualties),受灾物资(supplies),0
被淹沿(submerged),受灾情况(disaster situation),2
强降雿(heavy rain),洪灾(flood),163
死亡人数(number of death),汛期(flood season),9
洪灾(flood),灾害(disaster),407
水位暴涨(Water level skyrocketed),特大暴雨(heavy rain),3
汛情(flood situation),灾害(disaster),123
死亡人数(number of death),灾难(disaster),38
灾难(disaster),相当(quite),20
内涝(waterlogging),受灾物资(supplies),0
物资分配(material distribution),灾难(disaster),0
救灾(disaster relief),死亡(death),95
水位暴涨(Water level skyrocketed),洪涝(flood),0
强降雿(heavy rain),救灾(disaster relief),90
受灾报告(disaster report),水位暴涨(Water level skyrocketed),0
受灾报告(disaster report),连续暴雨(continued heavy rain),0
预警(warning),救援(rescue),74
救援(rescue),汛期(flood season),52
物资分配(material distribution),严重(serious),2
强降雿(heavy rain),强降雿(heavy rain),0
伤亡(casualties),受灾报告(disaster report),0
受灾(affected),死亡(death),261
死亡(death),泥石浿(debris flow),128
强降雿(heavy rain),灾害(disaster),310
汛情(flood situation),伤亡人数(number of casualties),0
降雨连续(continuous rainfall),意外事故(accident),0
受灾情况(disaster situation),灾情(disaster situation),66
被淹沿(submerged),暴雨成灾(rainstorm),3
山洪(flash flood),灾害(disaster),360
死亡(death),救援(rescue),108
危险(danger),洪灾(flood),77
受灾报告(disaster report),台风(typhoon),0
特大暴雨(heavy rain),强降雿(heavy rain),36
救援(rescue),受灾人数(number of victims),10
特大暴雨(heavy rain),暴雨成灾(rainstorm),1
洪灾(flood),水灾(flood),79
台风(typhoon),暴雨(rainstorm),424
暴雨成灾(rainstorm),死亡人数(number of death),1
意外事故(accident),连续暴雨(continued heavy rain),0
破坏(damage),受灾情况(disaster situation),7
汛情(flood situation),持续大雨(continued rain),0
伤亡人数(number of casualties),强降雿(heavy rain),1
物资分配(material distribution),洪涝(flood),2
受灾人数(number of victims),洪水(flood),8
物资分配(material distribution),被淹沿(submerged),0
受灾情况(disaster situation),伤亡(casualties),6
强降雿(heavy rain),死亡人数(number of death),30
死亡(death),内涝(waterlogging),19
伤亡人数(number of casualties),特大暴雨(heavy rain),1
意外事故(accident),意外事故(accident),0
水灾(flood),破坏(damage),25
伤亡人数(number of casualties),死亡(death),7
伤亡人数(number of casualties),台风(typhoon),8
严重(serious),严重(serious),0
伤亡(casualties),强降雿(heavy rain),53
受灾(affected),被淹沿(submerged),28
汛情(flood situation),汛情(flood situation),0
特大暴雨(heavy rain),受影响区埿(affected area),1
救灾(disaster relief),水灾(flood),65
汛情(flood situation),内涝(waterlogging),30
受灾物资(supplies),被淹沿(submerged),0
相当(quite),洪灾(flood),33
洪水(flood),被淹沿(submerged),48
水位暴涨(Water level skyrocketed),山洪(flash flood),4
泥石浿(debris flow),死亡人数(number of death),30
水灾(flood),救灾(disaster relief),65
破坏(damage),连续暴雨(continued heavy rain),2
救灾(disaster relief),救援(rescue),128
泥石浿(debris flow),连日大雨(rainy day),1
受灾物资(supplies),暴雨(rainstorm),0
受影响区埿(affected area),暴雨成灾(rainstorm),0
洪水(flood),汛期(flood season),175
警告(caveat),意外事故(accident),0
洪涝(flood),降雨连续(continuous rainfall),0
泥石浿(debris flow),被淹沿(submerged),9
救灾(disaster relief),预警(warning),89
特大暴雨(heavy rain),救灾(disaster relief),46
连续暴雨(continued heavy rain),受灾(affected),6
受灾报告(disaster report),相当(quite),0
受灾报告(disaster report),降雨持续(continued rain),0
受灾人数(number of victims),灾情(disaster situation),6
严重(serious),预警(warning),209
预警(warning),洪灾(flood),147
泥石浿(debris flow),危险(danger),101
洪水(flood),泥石浿(debris flow),157
受影响区埿(affected area),破坏(damage),1
连续暴雨(continued heavy rain),严重(serious),14
洪灾(flood),死亡人数(number of death),102
灾难(disaster),死亡(death),84
连续暴雨(continued heavy rain),降雨连续(continuous rainfall),0
水位暴涨(Water level skyrocketed),洪水(flood),19
救援(rescue),降雨持续(continued rain),1
暴雨成灾(rainstorm),灾情(disaster situation),7
内涝(waterlogging),死亡人数(number of death),1
破坏(damage),暴雨(rainstorm),94
降雨持续(continued rain),救援(rescue),1
暴雨(rainstorm),降雨持续(continued rain),10
物资分配(material distribution),降雨连续(continuous rainfall),0
水灾(flood),危险(danger),26
洪涝(flood),持续大雨(continued rain),1
物资分配(material distribution),汛情(flood situation),0
严重(serious),受影响区埿(affected area),1
台风(typhoon),被淹沿(submerged),11
强降雿(heavy rain),内涝(waterlogging),63
水灾(flood),水灾(flood),0
物资分配(material distribution),受灾物资(supplies),0
伤亡人数(number of casualties),受灾(affected),4
预警(warning),受灾(affected),101
灾害(disaster),汛期(flood season),395
降雨持续(continued rain),强降雿(heavy rain),8
泥石浿(debris flow),降雨连续(continuous rainfall),0
特大暴雨(heavy rain),泥石浿(debris flow),19
水位暴涨(Water level skyrocketed),灾难(disaster),1
警告(caveat),连日大雨(rainy day),1
救灾(disaster relief),洪涝(flood),192
受灾情况(disaster situation),暴雨(rainstorm),34
相当(quite),伤亡(casualties),14
被淹沿(submerged),受灾人数(number of victims),0
洪水(flood),洪水(flood),0
受影响区埿(affected area),降雨持续(continued rain),0
降雨持续(continued rain),暴雨成灾(rainstorm),0
洪涝(flood),山洪(flash flood),84
洪水(flood),台风(typhoon),242
救援(rescue),意外事故(accident),2
水位暴涨(Water level skyrocketed),连续暴雨(continued heavy rain),0
洪水(flood),水位暴涨(Water level skyrocketed),19
受影响区埿(affected area),连续暴雨(continued heavy rain),0
破坏(damage),受灾物资(supplies),0
持续大雨(continued rain),意外事故(accident),0
水灾(flood),降雨持续(continued rain),0
灾害(disaster),强降雿(heavy rain),310
严重(serious),灾害(disaster),736
受影响区埿(affected area),水灾(flood),0
内涝(waterlogging),灾情(disaster situation),27
救援(rescue),破坏(damage),36
强降雿(heavy rain),汛期(flood season),99
救援(rescue),危险(danger),89
汛期(flood season),暴雨成灾(rainstorm),1
持续大雨(continued rain),内涝(waterlogging),0
灾情(disaster situation),连日大雨(rainy day),4
受灾情况(disaster situation),危险(danger),6
警告(caveat),物资分配(material distribution),0
警告(caveat),泥石浿(debris flow),9
灾情(disaster situation),台风(typhoon),164
暴雨成灾(rainstorm),台风(typhoon),1
水灾(flood),受灾人数(number of victims),3
灾难(disaster),死亡人数(number of death),38
持续大雨(continued rain),降雨持续(continued rain),0
被淹沿(submerged),死亡人数(number of death),1
意外事故(accident),伤亡人数(number of casualties),0
意外事故(accident),受灾情况(disaster situation),0
内涝(waterlogging),洪涝(flood),103
危险(danger),连续暴雨(continued heavy rain),1
被淹沿(submerged),洪涝(flood),10
水灾(flood),台风(typhoon),33
伤亡(casualties),严重(serious),132
危险(danger),受灾(affected),70
伤亡(casualties),水位暴涨(Water level skyrocketed),2
相当(quite),水灾(flood),18
被淹沿(submerged),危险(danger),25
救援(rescue),强降雿(heavy rain),82
特大暴雨(heavy rain),受灾报告(disaster report),0
救援(rescue),受影响区埿(affected area),0
死亡人数(number of death),受影响区埿(affected area),0
持续大雨(continued rain),灾难(disaster),5
